,img_name,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,true_AU01,true_AU02,true_AU04,true_AU05,true_AU06,true_AU07,true_AU09,true_AU10,true_AU11,true_AU12,true_AU13,true_AU14,true_AU15,true_AU16,true_AU17,true_AU18,true_AU20,true_AU21,true_AU22,true_AU23,true_AU24,true_AU25,true_AU26,true_AU27,true_AU28,true_AU29,true_AU30,true_AU31,true_AU34,true_AU38,true_AU39,true_AU43,true_AU44,true_AU45,true_AU54,true_AU61,true_AU62,true_AU63,true_AU64,emotion
10,S130_009_00000019,1.757,0.02939,2.4419999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672,0.4877,0.02661,0.06894,0.114,0.3221,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6
11,S099_004_00000015,0.1341,0.0,0.33799999999999997,0.0,2.161,2.1519999999999997,0.08594,1.679,3.09,0.7507,0.0,0.0,0.0,0.0,1.642,0.1468,0.4082,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,-1.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
12,S113_008_00000023,0.0,0.0,2.367,0.0,0.2179,1.374,0.0,0.0,0.0,0.0,0.0,2.061,0.3108,1.376,0.1095,0.2338,0.1633,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,4.0,4.0,0.0,0.0,0.0,0,0,0.0,-1,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
13,S106_006_00000011,0.0,0.0,0.5195,0.2334,2.208,2.29,0.0,1.271,2.6519999999999997,1.04,0.0,0.0,0.0,0.0,2.327,0.0,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
14,S089_002_00000021,0.0,0.0,0.0,0.0,1.338,2.372,0.0,1.077,3.667,0.6994,0.0,0.2509,0.0,0.0,2.85,0.0,0.1196,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
15,S138_004_00000013,0.09967999999999999,0.0,0.0,0.2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694,0.0,0.00040179999999999995,1.065,0.3639,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
16,S091_001_00000015,0.4067,0.3931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5782,0.07445,0.03438,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,-1.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4
17,S129_011_00000018,0.0,0.0,0.4142,0.0,1.506,2.75,0.9517,1.202,0.09856000000000001,0.5524,0.0,2.427,0.5538,0.5749,1.005,0.2371,0.07621,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
18,S074_004_00000018,0.0,0.0,1.052,0.0,1.585,3.265,0.7498,1.069,0.05463,0.439,0.0,0.2117,0.0,0.2342,0.2389,0.0,0.02056,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,-1.0,-1.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
19,S127_001_00000017,0.0,0.0,0.0,0.0,0.0,0.056729999999999996,0.0,0.0,0.0559,0.0,0.0501,1.3969999999999998,0.00145,0.0,0.8579,0.7052,0.2078,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
20,S096_003_00000012,0.0,0.0,0.3908,0.0,0.9538,2.4019999999999997,1.055,0.5941,0.0,0.5604,0.0,1.239,0.1612,0.7575,0.0,0.0,0.3683,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
21,S011_004_00000021,0.0,0.0,1.876,0.0,0.0,0.029560000000000003,0.5455,0.0,0.0,0.0,0.0,0.6079,0.2862,0.1683,0.0,0.0,0.1056,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,4.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
22,S125_001_00000014,2.418,0.2662,2.271,0.0,0.3886,1.766,0.02014,0.0,0.0,0.1469,0.06556000000000001,0.4264,0.1168,0.0,0.0,0.5532,1.229,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,4.0,0,0.0,0,4.0,0.0,0,0.0,0.0,0.0,6
23,S147_002_00000013,0.0,0.0,0.0,0.0,0.0,0.387,0.0,0.0,0.5812,1.122,0.0,0.5182,0.1198,0.1918,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2
24,S108_005_00000022,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083,0.2176,0.3331,0.5164,0.233,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,6
25,S092_004_00000024,0.0,0.0,0.6293,0.0,1.965,3.2230000000000003,0.4344,1.064,3.1510000000000002,0.0,0.0,0.0,0.0,0.009327,1.0190000000000001,0.0,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
26,S131_001_00000016,0.0,0.0,0.2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5670000000000001,1.46,0.0,0.0,3.199,3.032,0.441,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,-1.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
27,S102_003_00000016,0.0,0.0,0.1135,0.0,0.0,1.238,0.0,0.4785,0.3754,0.008637,0.03871,0.0,0.1109,0.0,1.426,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4
28,S126_008_00000029,0.0,0.0,1.0859999999999999,0.0,0.8448,3.304,0.6759,0.0,0.0,0.0,0.0,1.515,0.0,0.0,0.052270000000000004,0.3445,0.163,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
29,S071_004_00000028,0.0,0.0,2.7569999999999997,0.0,0.0,0.2233,0.1921,0.0,0.0,0.0,0.3799,2.045,0.24600000000000002,0.6134,0.0,0.1642,0.2613,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
30,S112_005_00000017,0.495,0.0,0.5033,0.0,0.0,2.559,0.0,0.0,0.0,0.0,0.03868,1.081,0.035710000000000006,0.7768,0.0,0.3585,0.2272,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
31,S506_001_00000040,0.0,0.0,0.3949,0.0,0.0,1.043,0.4022,0.0,0.0,0.0,0.1655,0.3794,0.0,0.1871,0.2148,0.0,0.1299,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
32,S111_006_00000010,0.0,0.0,0.3793,0.0,0.0,0.8288,0.0,0.0,0.0,0.3517,0.0,1.867,0.03084,1.028,0.1274,0.4002,0.1153,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,5.0,5.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
33,S078_001_00000033,0.0,0.0,0.3626,0.06831,0.0,0.7517,0.0,0.0,0.5231,0.0,0.8203,0.8246,0.0,0.0,1.735,1.3230000000000002,0.09967000000000001,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
34,S069_002_00000014,1.464,0.1763,0.0,0.1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778,0.0,0.0,0.8043,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
35,S028_001_00000024,0.0,0.0,0.0,0.0,0.3617,1.256,0.002582,0.0,0.2354,1.179,0.3513,1.6740000000000002,0.8658,0.7258,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1
36,S058_001_00000020,0.2471,0.0,0.6256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124,0.0,0.0,0.9731,0.5104,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
37,S042_006_00000017,0.0,0.0,1.285,0.0,1.4380000000000002,1.8619999999999999,0.3728,0.9164,2.403,0.08732999999999999,0.0,0.0,0.2971,0.0,1.12,0.0,0.3735,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
38,S093_001_00000020,0.674,0.0,1.828,0.0,0.0,0.5949,0.0,0.0,0.0,0.0,1.305,1.933,0.2637,0.0,0.6788,0.0,0.6161,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,4.0,0.0,0,0.0,0.0,0.0,6
39,S059_001_00000018,0.07997,0.0,0.1682,0.0,0.0,0.9209999999999999,0.0,0.0,0.0,0.0,0.0,0.7733,0.0,0.0,3.648,1.964,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
40,S037_006_00000021,0.0,0.0,0.0,0.0,1.3719999999999999,3.303,0.049710000000000004,0.3875,2.844,0.0,0.2828,0.0,0.0,0.0,2.03,0.0,0.2154,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5
41,S088_001_00000017,0.3371,0.1033,0.6204,0.020640000000000002,0.0,1.13,0.0,0.0,0.1574,0.0,0.2782,0.2885,0.0,0.0,2.659,2.189,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
42,S052_006_00000013,0.0,0.0,1.39,0.0,0.3332,2.438,1.9,0.774,0.0,0.0,0.0,0.4844,0.0,0.0,1.5430000000000001,0.038489999999999996,0.1884,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
43,S107_001_00000010,0.5832,0.0,0.2141,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.3085,1.739,0.0,0.0,2.501,3.344,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
44,S045_004_00000015,0.0,0.0,1.696,0.0,1.463,3.319,2.249,1.2690000000000001,0.0,0.2466,0.0,0.5303,0.038130000000000004,0.29100000000000004,0.7871,0.2383,0.0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3
45,S087_001_00000011,4.542,0.4974,0.03627,0.3622,0.0,0.0,0.0,0.0,0.07007000000000001,0.0,0.0,0.0,0.0,0.0,2.33,1.219,0.0553,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,-1.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
46,S011_001_00000016,0.9852,0.0,0.1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.904,2.909,0.2126,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
47,S011_003_00000014,0.9834,0.0,0.1887,0.1288,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.08877,0.0,1.63,0.0,0.1746,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,-1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4
48,S110_001_00000013,1.115,0.1926,0.1087,0.0,0.0,2.351,0.0,0.0,0.8773,0.0,0.0,0.8499,0.0,0.0,2.721,1.66,0.4257,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0,0,0.0,0,0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7
